Event #,PE,Event Date,Month,CY,Fiscal Month,Fiscal Year,Squadron,T/M/S,Buno,Class,PEAT Severity,HAZREP / WESS - RMI ID,MOFE 45 Due Date,MOFE 90 Due Date,Part A,Part B,Part C,Part D,Final Summary Report,Status,Category,Circumstances,Buno Occurances,ITEM,ITEM 2,ITEM 3, ALSS Issues,RECOMMENDATIONS,,
116,Yes,2/5/2013,2,2013,5,2013,VX-31,F/A-18F,165793,HAZREP,Moderate High,1360359828806,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,1,,,,,,,
11T,Yes,2/11/2013,2,2013,5,2013,VT-7,T-45C,165601,,,,,,No,No,No,,N/A,Closed,Other,Inconclusive,1,,,,,,,
118,Yes,2/11/2013,2,2013,5,2013,VFA-146,F/A-18C,163740,HAZREP,Moderate Low,1363037894963,,,Yes,Yes,No,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
12T,Yes,2/15/2013,2,2013,5,2013,VT-7,T-45C,165609,HAZREP,,,,,No,No,No,,N/A,Closed,Other,Inconclusive,1,,,,,,,
13T,Yes,2/21/2013,2,2013,5,2013,VT-22,T-45C,163622,,,,,,No,Yes,No,,N/A,Closed,ECS,Bleed Air Failure,1,,,,,,,
14T,Yes,2/26/2013,2,2013,5,2013,TW-2,T-45C,167088,HAZREP,,,,,No,No,No,,N/A,Closed,Other,Inconclusive,1,,,,,,,
119,Yes,2/27/2013,2,2013,5,2013,VMFA-323,F/A-18C,164733,HAZREP,Moderate High,1362676951632,,,Yes,Yes,No,,N/A,Closed,Other,Inconclusive,2,,,,,,,
120,Yes,3/3/2013,3,2013,6,2013,VFA-83,F/A-18C,165205,HAZREP,Moderate Low,1362397705744,,,Yes,Yes,No,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
15T,Yes,3/3/2013,3,2013,6,2013,VT-22,T-45C,163646,,,,,,No,Yes,No,,N/A,Closed,AOS,Contamination,1,,,,,,,
122,Yes,3/5/2013,3,2013,6,2013,VFA-103,F/A-18F,166616,HAZREP,Minor,1363261832096,,,Yes,Yes,Yes,,N/A,Closed,AOS,AOS Component Failure,1,,,,,,,
121,Yes,3/5/2013,3,2013,6,2013,VFA-137,F/A-18E,165907,HAZREP,Moderate Low,,,,Yes,No,Yes,,N/A,Closed,Other,Human Factors,1,,,,,,,
123,Yes,3/7/2013,3,2013,6,2013,VX-31,F/A-18F,166843,HAZREP,Moderate Low,1362699678200,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
125,Yes,3/14/2013,3,2013,6,2013,VFA-122,F/A-18F,165675,HAZREP,Minor,1363303847401,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,1,,,,,,,
124,Yes,3/14/2013,3,2013,6,2013,VFA-113,F/A-18C,164257,HAZREP,Severe,1363303847401,,,Yes,Yes,Yes,,N/A,Closed,AOS,AOS Component Failure,1,,,,,,,
126,Yes,3/26/2013,3,2013,6,2013,VMFA-115,F/A-18A,162433,HAZREP,Moderate Low,1364467723180,,,Yes,No,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
128,Yes,3/28/2013,3,2013,6,2013,VFA-106,F/A-18F,166978,HAZREP,Minor,1365083814745,,,Yes,Yes,Yes,,N/A,Closed,AOS,AOS Component Failure,1,,,,,,,
16T,Yes,4/8/2013,4,2013,7,2013,VT-21,T-45C,163633,HAZREP,,,,,No,Yes,Yes,,N/A,Closed,ECS,Bleed Air Failure,1,,,,,,,
127,Yes,4/9/2013,4,2013,7,2013,VFA-83,F/A-18C,165174,HAZREP,Severe,1367401947041,,,Yes,Yes,Yes,,N/A,Closed,AOS,Failed Breathing Gas Delivery Component/Tube,2,,,,,,,
129,Yes,4/10/2013,4,2013,7,2013,VFA-131,F/A-18C,165207,HAZREP,Moderate Low,1366019989035,,,Yes,Yes,Yes,,N/A,Closed,AOS,AOS Component Failure,1,,,,,,,
130,Yes,4/11/2013,4,2013,7,2013,VFA-122,F/A-18F,165886,HAZREP,Minor,1366154293654,,,Yes,Yes,Yes,,N/A,Closed,AOS,AOS Component Failure,2,,,,,,,
,No,4/16/2013,4,2013,7,2013,VFA-83,F/A-18C,165205,HAZREP,,1367689660843,,,No,No,No,,N/A,Closed,ECS,Cabin Pressure Regulator,2,No Phys Sx,,,,,,
132,Yes,4/18/2013,4,2013,7,2013,RAAF-1,F/A-18F,167968,HAZREP,Minor,,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,2,,,,,,,
,No,4/30/2013,4,2013,7,2013,VT-10,T-6A,165983,HAZREP,,1367438567203,,,N/A,N/A,N/A,,N/A,Closed,Other,G-LOC,1,,,,,,,
131,Yes,5/3/2013,5,2013,8,2013,VFA-94,F/A-18C,164212,HAZREP,Minor,1369323227823,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
133,Yes,5/10/2013,5,2013,8,2013,VFA-122,F/A-18F,165679,HAZREP,Minor,1369067337695,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
134,Yes,5/13/2013,5,2013,8,2013,VFA-122,F/A-18E,168469,HAZREP,Minor,1369069925271,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
135,Yes,5/14/2013,5,2013,8,2013,VFA-87,F/A-18C,164639,HAZREP,Moderate Low,1368650177384,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,2,,,,,,,
,No,5/23/2013,5,2013,8,2013,VT-6,T-6B,166092,HAZREP,,1370453245433,,,N/A,N/A,N/A,,N/A,Closed,Other,G-LOC,1,,,,,,,
136,Yes,5/29/2013,5,2013,8,2013,VFA-122,F/A-18F,165922,HAZREP,Minor,1369938169298,,,Yes,Yes,No,,N/A,Closed,Other,Human Factors,1,,,,,,,
137,Yes,6/3/2013,6,2013,9,2013,VFA-31,F/A-18E,166783,HAZREP,Minor,1370526716567,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
138,Yes,6/12/2013,6,2013,9,2013,VFA-106,F/A-18F,166982,HAZREP,Moderate High,1372793541640,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
139,Yes,6/20/2013,6,2013,9,2013,VMFAT-101,F/A-18D,164001,HAZREP,Moderate Low,1372716153363,,,Yes,Yes,Yes,,N/A,Closed,ECS,"AFV, CAHV, DPCV",1,,,,,,,
140,Yes,6/28/2013,6,2013,9,2013,VFA-136,F/A-18E,166817,HAZREP,Moderate High,1372438536195,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
141,Yes,7/7/2013,7,2013,10,2013,VFA-115,F/A-18E,166869,HAZREP,Severe,1374290502398,,,Yes,Yes,Yes,,N/A,Closed,AOS,AOS Component Failure,2,,,,,,,
142,Yes,7/29/2013,7,2013,10,2013,VMFA(AW)-225,F/A-18D,165530,HAZREP,Minor,1378231648134,,,Yes,Yes,Yes,,N/A,Closed,Other,"Mx Malpractice, ECS Turbine/Compressor Assymbly Leak, Dehydration",1,,,,,,,
,No,8/5/2013,8,2013,11,2013,VT-6,T-6B,166120,HAZREP,,1377796988961,,,N/A,N/A,N/A,,N/A,Closed,Other,G-LOC,1,,,,,,,
143,Yes,8/16/2013,8,2013,11,2013,VFA-106,F/A-18F,166978,HAZREP,Minor,1381928203916,,,Yes,Yes,No,,N/A,Closed,AOS,AOS Component Failure,2,,,,,,,
144,Yes,8/22/2013,8,2013,11,2013,VMFA-251,F/A-18C,164946,HAZREP,Minor,1377520971241,,,Yes,Yes,No,,N/A,Closed,ECS,ECS Component Failure,2,,,,,,,
145,Yes,8/24/2013,8,2013,11,2013,VFA-154,F/A-18F,166873,HAZREP,Minor,1377372782393,,,Yes,Yes,No,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
147,Yes,9/7/2013,9,2013,12,2013,VFA-32,F/A-18F,166678,,Severe,,,,Yes,Yes,No,,N/A,Closed,AOS,Contamination,1,,,,,,,
146,Yes,9/9/2013,9,2013,12,2013,VMFA-115,F/A-18A,163167,,Minor,,,,Yes,Yes,No,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
148,Yes,9/24/2013,9,2013,12,2013,VMFA(AW)-224,F/A-18D,164888,,Minor,,,,No,No,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
149,Yes,10/3/2013,10,2013,1,2014,VAQ-141,EA-18G,166930,,Minor,,,,Yes,Yes,Yes,,N/A,Closed,AOS,AOS Component Failure,1,,,,,,,
150,Yes,10/5/2013,10,2013,1,2014,VFA-122,F/A-18F,165910,HAZREP,Minor,,,,Yes,Yes,Yes,,N/A,Closed,AOS,AOS Component Failure,1,,,,,,,
151,Yes,10/8/2013,10,2013,1,2014,VMFA(AW)-533,F/A-18D,164961,HAZREP,Minor,1381338149759,,,Yes,Yes,No,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
152,Yes,10/10/2013,10,2013,1,2014,VFA-22,F/A-18F,166926,HAZREP,Moderate Low,,,,Yes,Yes,Yes,,N/A,Closed,AOS,AOS Component Failure,1,,,,,,,
,No,10/11/2013,10,2013,1,2014,VMFAT-501,F-35B,168312,HAZREP,,1385137915132,,,N/A,N/A,N/A,,N/A,Closed,Other,ALSS Failure,1,O2 Hose,,,,,,
154,Yes,10/16/2013,10,2013,1,2014,VFA-103,F/A-18F,166630,HAZREP,Moderate High,1382364347266,,,Yes,Yes,Yes,,N/A,Closed,AOS,AOS Component Failure,1,,,,,,,
153,Yes,10/16/2013,10,2013,1,2014,VX-23,F/A-18E,165536,HAZREP,Moderate Low,1379675019555,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,1,,,,,,,
155,Yes,10/18/2013,10,2013,1,2014,VFA-25,F/A-18E,168360,HAZREP,Minor,1382472729828,,,Yes,Yes,Yes,,N/A,Closed,AOS,AOS Component Failure,1,,,,,,,
,No,10/25/2013,10,2013,1,2014,VT-27,T-6B,166015,HAZREP,,1391531931327,,,N/A,N/A,N/A,,N/A,Closed,Other,Hyperventilation,1,,,,,,,
156,Yes,10/28/2013,10,2013,1,2014,VFA-106,F/A-18C,164911,HAZREP,Moderate Low,1387305825284,,,Yes,Yes,No,,N/A,Closed,Other,Inconclusive,1,,,,,,,
158,Yes,11/6/2013,11,2013,2,2014,VFA-86,F/A-18E,166951,HAZREP,Moderate High,1384463734461,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,1,,,,,,,
160,Yes,11/6/2013,11,2013,2,2014,VFA-81,F/A-18E,166833,HAZREP,Severe,,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
157,Yes,11/7/2013,11,2013,2,2014,VFA-146,F/A-18C,163490,HAZREP,Minor,1384430012365,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,1,,,,,,,
161,Yes,11/8/2013,11,2013,2,2014,VFA-25,F/A-18E,166960,HAZREP,Minor,1386198314939,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
159,Yes,11/11/2013,11,2013,2,2014,VFA-2,F/A-18F,166976,HAZREP,Minor,1384239557886,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
162,Yes,11/11/2013,11,2013,2,2014,VFA-22,F/A-18F,166666,HAZREP,Moderate High,,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
17T,Yes,11/13/2013,11,2013,2,2014,VT-7,T-45C,165622,HAZREP,,,,,Yes,Yes,No,,N/A,Closed,Other,Inconclusive,1,,,,,,,
,No,11/13/2013,11,2013,2,2014,VT-7,T-45C,165622,HAZREP,,1392398816457,,,N/A,N/A,N/A,,N/A,Closed,AOS,AOS Component Failure,2,,,,,,,
18T,Yes,11/15/2013,11,2013,2,2014,VT-22,T-45C,163651,HAZREP,,,,,No,Yes,No,,N/A,Closed,Other,Inconclusive,1,,,,,,,
,No,11/17/2013,11,2013,2,2014,VT-2,T-6B,166054,HAZREP,,1403200433205,,,N/A,N/A,N/A,,N/A,Closed,Other,ALSS Failure,1,CRU-60 O-ring,,,,,,
163,Yes,11/20/2013,11,2013,2,2014,VMFA(AW)-242,F/A-18D,164659,HAZREP,Minor,1386482624246,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,1,,,,,,,
164,Yes,12/4/2013,12,2013,3,2014,VFA-106,F/A-18F,168486,HAZREP,Severe,1387393283565,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,1,,,,,,,
105,Yes,12/4/2013,12,2013,3,2014,VMFAT-101,F/A-18C,163505,,Minor,,,,Yes,Yes,No,,N/A,Closed,AOS,AOS Component Failure,2,,,,,,,
165,Yes,12/13/2013,12,2013,3,2014,VMFA(AW)-225,F/A-18D,165414,HAZREP,Minor,1389600579561,,,Yes,Yes,Yes,,N/A,Closed,ECS,Bleed Air Leak,2,,,,,,,
166,Yes,12/15/2013,12,2013,3,2014,VFA-37,F/A-18C,164948,HAZREP,Minor,1389785624381,,,Yes,Yes,No,,N/A,Closed,Other,Other System Failure,1,,,,,,,
167,Yes,12/18/2013,12,2013,3,2014,VFA-122,F/A-18E,168867,HAZREP,Minor,1387489418844,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
169,Yes,12/20/2013,12,2013,3,2014,VFA-106,F/A-18F,166454,HAZREP,Minor,1391614489437,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
168,Yes,12/20/2013,12,2013,3,2014,VFA-94,F/A-18C,164200,HAZREP,Moderate Low,1391028993644,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
176,Yes,1/3/2014,1,2014,4,2014,VFA-143,F/A-18E,166601,HAZREP,Minor,1395076437502,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
19T,Yes,1/6/2014,1,2014,4,2014,VT-9,T-45C,165082,HAZREP,,,,,No,No,No,,N/A,Closed,Other,Human Factors,1,,,,,,,
20T,Yes,1/7/2014,1,2014,4,2014,VT-22,T-45C,167079,HAZREP,,,,,Yes,Yes,No,,N/A,Closed,Other,Inconclusive,1,,,,,,,
170,Yes,1/8/2014,1,2014,4,2014,VFA-106,F/A-18C,165220,HAZREP,Minor,1391609754932,,,Yes,Yes,No,,N/A,Closed,Other,Human Factors,1,,,,,,,
171,Yes,1/9/2014,1,2014,4,2014,VFA-136,F/A-18E,166821,HAZREP,Moderate High,1389727066252,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,1,,,,,,,
172,Yes,1/9/2014,1,2014,4,2014,VX-23,F/A-18B,161947,,Minor,,,,No,Yes,No,,N/A,Closed,Other,Human Factors,1,,,,,,,
173,Yes,1/13/2014,1,2014,4,2014,VFA-86,F/A-18E,166950,HAZREP,Minor,1392739542275,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,2,,,,,,,
174,Yes,1/16/2014,1,2014,4,2014,VAQ-136,EA-18G,168264,HAZREP,Moderate Low,1390243970853,,,Yes,Yes,No,,N/A,Closed,AOS,Contamination,1,,,,,,,
175,Yes,1/27/2014,1,2014,4,2014,VFA-2,F/A-18F,166972,HAZREP,Moderate High,1390949917948,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
177,Yes,2/3/2014,2,2014,5,2014,VMFA(AW)-242,F/A-18D,164945,HAZREP,Minor,1391486647360,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,1,,,,,,,
178,Yes,2/4/2014,2,2014,5,2014,VFA-15,F/A-18C,164646,HAZREP,Moderate Low,1391614205813,,,Yes,No,No,,N/A,Closed,Other,Inconclusive,1,,,,,,,
179,Yes,2/5/2014,2,2014,5,2014,VMFA-312,F/A-18C,164877,HAZREP,Moderate Low,1391854651695,,,Yes,Yes,Yes,,N/A,Closed,AOS,AOS Component Failure,1,,,,,,,
180,Yes,2/25/2014,2,2014,5,2014,VFA-106,F/A-18F,165676,HAZREP,Moderate High,1395172757816,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,1,,,,,,,
21T,Yes,3/2/2014,3,2014,6,2014,VT-9,T-45C,165618,HAZREP,,,,,Yes,Yes,No,,N/A,Closed,AOS,Contamination,1,,,,,,,
181,Yes,3/6/2014,3,2014,6,2014,VFA-147,F/A-18E,166427,HAZREP,Minor,1394471849834,,,Yes,Yes,No,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
,No,3/10/2014,3,2014,6,2014,VFA-101,F-35C,168736,HAZREP,,1394571592271,,,N/A,N/A,N/A,,N/A,Closed,Other,Human Factors,1,,,,,,,
182,Yes,3/29/2014,3,2014,6,2014,VFA-81,F/A-18E,166840,HAZREP,Minor,1396476882624,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
183,Yes,4/10/2014,4,2014,7,2014,VAQ-135,EA-18G,166941,HAZREP,Minor,1397692837839,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
184,Yes,4/10/2014,4,2014,7,2014,VFA-94,F/A-18C,164054,HAZREP,Minor,,,,Yes,Yes,No,,N/A,Closed,Other,Inconclusive,1,,,,,,,
185,Yes,4/14/2014,4,2014,7,2014,VFA-81,F/A-18E,166836,HAZREP,Moderate High,1398355690194,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
22T,Yes,4/16/2014,4,2014,7,2014,VT-9,T-45C,165622,HAZREP,,,,,Yes,Yes,No,,N/A,Closed,ECS,Bleed Air Failure,3,,,,,,,
186,Yes,4/23/2014,4,2014,7,2014,VAQ-139,EA-18G,168260,HAZREP,Moderate Low,1398296431129,,,Yes,Yes,No,,N/A,Closed,AOS,Contamination,1,,,,,,,
,No,5/6/2014,5,2014,8,2014,VFA-101,F-35C,168842,HAZREP,,1399565427751,,,N/A,N/A,N/A,,N/A,Closed,,,1,,,,,,,
187,Yes,5/6/2014,5,2014,8,2014,VFA-86,F/A-18E,166951,HAZREP,Minor,1399450299906,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,2,,,,,,,
188,Yes,5/7/2014,5,2014,8,2014,VFA-106,F/A-18F,165803,HAZREP,Minor,1400087684972,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,2,,,,,,,
23T,Yes,5/21/2014,5,2014,8,2014,VT-7,T-45C,165478,,,,,,Yes,Yes,No,,N/A,Closed,AOS,AOS Component Failure,1,,,,,,,
189,Yes,5/21/2014,5,2014,8,2014,VFA-94,F/A-18C,164246,HAZREP,Moderate High,1409040288779,,,Yes,Yes,Yes,,N/A,Closed,AOS,AOS Component Failure,1,,,,,,,
193,No,5/29/2014,5,2014,8,2014,VFA-106,F/A-18C,165220,,Minor,,,,Yes,Yes,No,,N/A,Closed,Other,Non-Event,2,,,,,,,
191,Yes,6/3/2014,6,2014,9,2014,VFA-211,F/A-18F,166808,HAZREP,Minor,1401890972750,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,1,,,,,,,
190,Yes,6/3/2014,6,2014,9,2014,VFA-11,F/A-18F,166629,HAZREP,Moderate High,,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
24T,Yes,6/6/2014,6,2014,9,2014,VT-86,T-45C,163650,HAZREP,,1402345527475,,,Yes,Yes,No,,N/A,Closed,ECS,Bleed Air Failure,1,,,,,,,
192,Yes,6/7/2014,6,2014,9,2014,VFA-113,F/A-18C,164220,HAZREP,Moderate High,1403625255566,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
194,Yes,6/10/2014,6,2014,9,2014,NAWDC,F/A-18E,166867,HAZREP,Moderate Low,,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
195,Yes,6/16/2014,6,2014,9,2014,VFA-106,F/A-18F,168490,HAZREP,Minor,1404406061588,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,1,,,,,,,
196,Yes,6/17/2014,6,2014,9,2014,VFA-137,F/A-18E,165903,HAZREP,Minor,1403211946035,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,1,,,,,,,
198,Yes,6/27/2014,6,2014,9,2014,VFA-106,F/A-18C,164644,HAZREP,Moderate Low,1404408648104,,,Yes,Yes,No,,N/A,Closed,AOS,Contamination,1,,,,,,,
197,Yes,6/27/2014,6,2014,9,2014,VFA-87,F/A-18C,164239,HAZREP,Minor,1403920216759,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
,No,7/12/2014,7,2014,10,2014,VMA-311,AV-8B,165569,,,1407876103675,,,N/A,N/A,N/A,,N/A,Closed,AOS,Inconclusive,1,,,,,,,
199,Yes,7/17/2014,7,2014,10,2014,NSAWC,F/A-18C,164033,HAZREP,Minor,,,,Yes,Yes,No,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
200,Yes,7/24/2014,7,2014,10,2014,VFA-27,F/A-18E,168463,HAZREP,Minor,1407912600340,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
201,Yes,7/24/2014,7,2014,10,2014,VFA-27,F/A-18E,168463,HAZREP,Minor,1407974583049,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,2,,,,,,,
202,Yes,7/25/2014,7,2014,10,2014,VFA-27,F/A-18E,168463,HAZREP,Moderate Low,1407985141440,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,3,,,,,,,
208,Yes,7/28/2014,7,2014,10,2014,VFA-2,F/A-18F,166966,C,Minor,1407175369467,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,1,,,,,,,
204,Yes,7/28/2014,7,2014,10,2014,VFA-86,F/A-18E,166953,HAZREP,Minor,1407188803317,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
203,Yes,7/28/2014,7,2014,10,2014,VFA-131,F/A-18C,165228,HAZREP,Moderate Low,1406834237610,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
205,Yes,7/29/2014,7,2014,10,2014,VFA-27,F/A-18E,168464,C,Minor,,,,Yes,Yes,No,,N/A,Closed,AOS,Contamination,1,,,,,,,
206,Yes,7/31/2014,7,2014,10,2014,VMFA(AW)-533,F/A-18D,164959,HAZREP,Moderate Low,1406841207626,,,Yes,Yes,No,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
26T,Yes,8/3/2014,8,2014,11,2014,VT-22,T-45C,165635,,,,,,Yes,Yes,No,,N/A,Closed,AOS,Contamination,1,,,,,,,
207,Yes,8/5/2014,8,2014,11,2014,VFA-25,F/A-18E,168357,HAZREP,Minor,,,,Yes,Yes,Yes,,N/A,Closed,AOS,AOS Component Failure,1,,,,,,,
209,Yes,8/12/2014,8,2014,11,2014,VFA-122,F/A-18E,168882,HAZREP,Moderate Low,1409264031730,,,Yes,Yes,No,,N/A,Closed,AOS,AOS Component Failure,1,,,,,,,
210,Yes,8/21/2014,8,2014,11,2014,VFA-106,F/A-18C,164023,HAZREP,Moderate Low,1410530368466,,,Yes,Yes,No,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
212,Yes,9/3/2014,9,2014,12,2014,VMFA(AW)-225,F/A-18D,165687,HAZREP,Moderate Low,1409924970597,,,Yes,Yes,Yes,,N/A,Closed,ECS,CAPR,1,,,,,,,
211,Yes,9/12/2014,9,2014,12,2014,VMFAT-101,F/A-18D,165527,HAZREP,Moderate Low,1410793060810,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
213,Yes,9/15/2014,9,2014,12,2014,VMFA-115,F/A-18A,163142,D,Minor,,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
25T,Yes,9/17/2014,9,2014,12,2014,VT-9,T-45C,165466,,,,,,No,No,No,,N/A,Closed,Other,Human Factors,1,,,,,,,
215,Yes,9/20/2014,9,2014,12,2014,VMFA(AW)-242,F/A-18D,164667,HAZREP,Moderate Low,1411528037655,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,1,,,,,,,
27T,Yes,9/22/2014,9,2014,12,2014,VT-9,T-45C,165475,HAZREP,,1411508785460,,,Yes,Yes,No,,N/A,Closed,AOS,"OBOGS Ducting Crack, Carbon Monoxide Poisoning",1,,,,,,,
,Yes,9/22/2014,9,2014,12,2014,VT-9,T-45C,165475,HAZREP,,1411508785460,,,N/A,N/A,N/A,,N/A,Closed,AOS,OBOGS Ducting Cracked,2,,,,,,,
217,Yes,9/22/2014,9,2014,12,2014,VMFA(AW)-533,F/A-18D,164967,HAZREP,Minor,1412143023643,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
214,Yes,9/23/2014,9,2014,12,2014,VFA-122,F/A-18E,168881,HAZREP,Minor,1415127121776,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
216,Yes,9/26/2014,9,2014,12,2014,VFA-136,F/A-18E,166827,HAZREP,Minor,1411838137020,,,Yes,Yes,No,,N/A,Closed,AOS,Inconclusive,1,,,,,,,
218,Yes,10/3/2014,10,2014,1,2015,VFA-213,F/A-18F,166639,HAZREP,Minor,1412865949236,,,Yes,Yes,No,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
,No,10/4/2014,10,2014,1,2015,CNATRA Whiting,T-6B,166116,C,,1413816810032,,,N/A,N/A,N/A,,N/A,Closed,Other,CRU-60 installed improperly,1,,,,,,,
219,Yes,10/7/2014,10,2014,1,2015,VMFAT-101,F/A-18D,165527,C,Minor,1412729591173,,,Yes,Yes,Yes,,N/A,Closed,ECS,"Cabin Temp/Flow Sensors, Ducting Leaks, Mx Malpractice",2,,,,,,,
221,Yes,10/8/2014,10,2014,1,2015,VFA-83,F/A-18C,165172,HAZREP,Moderate Low,1414593750798,,,Yes,Yes,Yes,,N/A,Closed,ECS,"CAPR, SBAR",1,,,,,,,
220,Yes,10/20/2014,10,2014,1,2015,NAWDC,F/A-18C,163470,,Minor,,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
,No,10/21/2014,10,2014,1,2015,VFA-83,F/A-18C,165199,HAZREP,,1414009266919,,,No,No,No,,N/A,Closed,AOS,,1,,,,,,,
222,Yes,10/22/2014,10,2014,1,2015,VAQ-137,EA-18G,168270,HAZREP,Minor,,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,1,,,,,,,
,Yes,10/27/2014,10,2014,1,2015,VT-10,T-6A,165968,HAZREP,,1415132544664,,,N/A,N/A,N/A,,N/A,Closed,AOS,Hypoxia,1,,,,,,,
,No,11/21/2014,11,2014,2,2015,CNATRA Whiting,T-6B,166140,HAZREP,,1416587946051,,,N/A,N/A,N/A,,N/A,Closed,Other,G-LOC,1,,,,,,,
28T,Yes,11/25/2014,11,2014,2,2015,VT-21,T-45C,165063,HAZREP,,,,,Yes,Yes,No,,N/A,Closed,AOS,Contamination,1,,,,,,,
223,Yes,11/27/2014,11,2014,2,2015,VFA-81,F/A-18E,166832,HAZREP,Moderate High,1417490677406,,,Yes,Yes,N/A,,N/A,Closed,AOS,Contamination,2,,,,,,,
224,Yes,12/2/2014,12,2014,3,2015,VAQ-139,EA-18G,168258,HAZREP,Minor,1420059371372,,,Yes,Yes,No,,N/A,Closed,AOS,Contamination,1,,,,,,,
29T,Yes,12/9/2014,12,2014,3,2015,VT-7,T-45C,165616,HAZREP,,1418837229312,,,Yes,Yes,Yes,,N/A,Closed,AOS,Worn check valves causing leakage / Rotary valve assembly,1,,,,,,,
